"objectIdFieldName","uniqueIdField__name","uniqueIdField__isSystemMaintained","globalIdFieldName","geometryType","spatialReference__wkid","spatialReference__latestWkid","transform__originPosition","transform__scale","transform__translate","fields__name","fields__type","fields__alias","fields__sqlType","fields__length","fields__domain","fields__defaultValue","exceededTransferLimit","features__attributes__OBJECTID","features__attributes__PID","features__attributes__Prop_Addr","features__attributes__Prop_Num","features__attributes__Prop_Dir","features__attributes__PropStreet","features__attributes__Prop_Zip","features__attributes__OwnerName","features__attributes__OwnerAddr","features__attributes__OwnerCity","features__attributes__OwnerState","features__attributes__OwnerZip","features__attributes__TaxPName","features__attributes__TaxPAddres","features__attributes__TaxPCity","features__attributes__TaxPState","features__attributes__TaxPZip","features__attributes__Homestead","features__attributes__TaxExempt","features__attributes__SEV","features__attributes__Zoning_Dis","features__attributes__WARDx","features__attributes__PRECINCTx","features__attributes__TAXSTATx","features__attributes__Land_Usex","features__attributes__ECF","features__attributes__OwnerCode","features__attributes__Class","features__attributes__ParcelTxt","features__attributes__PIDdash","features__attributes__HCond2014","features__attributes__CCond2013","features__attributes__HCond2012","features__attributes__DPVACT","features__attributes__DPVNOST","features__attributes__CenTract","features__attributes__CenBlock","features__attributes__lowmod_pct","features__attributes__MP_Landuse","features__attributes__DRAFT_Zone"
"","","","","","","","","","","","","","","","","","","496","4634226004","CLIO RD","0"," ","CLIO RD","48504","GENESEE COUNTY","1101 BEACH ST","FLINT","MI","48502","GENESEE COUNTY","1101 BEACH ST","FLINT","MI","48502","0","1","0","ROW","2"," ","COUNTY","Public","000","County Owned","RW","4634226004","46-34-226-004"," "," "," "," "," ","000500","1","0.3179"," "," "
"","","","","","","","","","","","","","","","","","","497","4013127028","FROST ST","0"," ","FROST ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6","39","CITY MISC","Public","000","City Owned","RW","4013127028","40-13-127-028"," "," "," "," "," ","001500","3","0.713"," "," "
"","","","","","","","","","","","","","","","","","","498","4012326017","MACKIN RD","0"," ","MACKIN RD","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4012326017","40-12-326-017"," "," "," "," "," ","001500","2","0.8442"," "," "
"","","","","","","","","","","","","","","","","","","499","4013253037","W KEARSLEY ST","0","W","KEARSLEY ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4013253037","40-13-253-037"," "," "," "," "," ","003700","3","0.45"," "," "
"","","","","","","","","","","","","","","","","","","500","4118227062","LAPEER ST","0"," ","LAPEER ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4118227062","41-18-227-062"," "," "," "," "," ","002900","2","0.6596"," "," "
"","","","","","","","","","","","","","","","","","","501","4635280006","DUPONT ST","0"," ","DUPONT ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-2","2","9","CITY MISC","Public","000","City Owned","RW","4635280006","46-35-280-006"," "," "," "," "," ","000500","3","0.5315"," "," "
"","","","","","","","","","","","","","","","","","","502","4012378015","W FIFTH AVE","0","W","FIFTH AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4012378015","40-12-378-015"," "," "," "," "," ","001500","2","0.8442"," "," "
"","","","","","","","","","","","","","","","","","","503","4729354002","GROVELAND AVE","0"," ","GROVELAND AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","14","CITY MISC","Public","000","City Owned","RW","4729354002","47-29-354-002"," "," "," "," "," ","001800","2","0.9667"," "," "
"","","","","","","","","","","","","","","","","","","504","4119101022","FENTON RD","0"," ","FENTON RD","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","9"," ","CITY MISC","Public","000","City Owned","RW","4119101022","41-19-101-022"," "," "," "," "," ","002800","3","0.7881","Green Neighborhood"," "
"","","","","","","","","","","","","","","","","","","505","4106278057","DAKOTA AVE","0"," ","DAKOTA AVE","48505","MICHIGAN DEPT OF TRANSPORTATION","DAKOTA AVE","FLINT","MI","48505","MICHIGAN DEPT OF TRANSPORTATION","DAKOTA AVE","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RW","4106278057","41-06-278-057"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","506","4732103001","W BOULEVARD DR","0","W","BOULEVARD DR","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3","14","CITY MISC","Public","000","City Owned","RW","4732103001","47-32-103-001"," "," "," "," "," ","001800","2","0.9667"," "," "
"","","","","","","","","","","","","","","","","","","507","4107282051","CHAVEZ DR","0"," ","CHAVEZ DR","48503","MICHIGAN DEPT OF TRANSPORTATION","PO BOX 30050","LANSING","MI","48909","MICHIGAN DEPT OF TRANSPORTATION","PO BOX 30050","LANSING","MI","48909","0","1","0","ROW","7"," ","STATE ROAD","Public","000","State Owned","RW","4107282051","41-07-282-051"," "," "," "," "," ","002600","1","0.844"," "," "
"","","","","","","","","","","","","","","","","","","508","4106451005","ST JOHN ST","0"," ","ST JOHN ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4106451005","41-06-451-005"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","509","4116326001","LAPEER RD","0"," ","LAPEER RD","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4116326001","41-16-326-001"," "," "," "," "," ","003100","2","0.6652"," "," "
"","","","","","","","","","","","","","","","","","","510","4015435004","S BALLENGER HWY","0","S","BALLENGER HWY","48532","GENESEE COUNTY","1101 BEACH ST","FLINT","MI","48502","GENESEE COUNTY","1101 BEACH ST","FLINT","MI","48502","0","1","0","ROW","6"," ","COUNTY","Public","000","County Owned","RW","4015435004","40-15-435-004"," "," "," "," "," ","001600","4","0.3231"," "," "
"","","","","","","","","","","","","","","","","","","511","4012377014","W FIFTH AVE","0","W","FIFTH AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","5"," ","CITY MISC","Public","000","City Owned","RW","4012377014","40-12-377-014"," "," "," "," "," ","001500","2","0.8442"," "," "
"","","","","","","","","","","","","","","","","","","512","4118382038","CHURCH ST","0"," ","CHURCH ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","9"," ","CITY MISC","Public","000","City Owned","RW","4118382038","41-18-382-038"," "," "," "," "," ","003800","1","0.5"," "," "
"","","","","","","","","","","","","","","","","","","513","4729301009","N DORT HWY","0","N","DORT HWY","48505","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48505","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RW","4729301009","47-29-301-009"," "," "," "," "," ","001800","2","0.9667"," "," "
"","","","","","","","","","","","","","","","","","","514","4636151003","DUPONT ST","0"," ","DUPONT ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","1"," ","CITY MISC","Public","000","City Owned","RW","4636151003","46-36-151-003"," "," "," "," "," ","000600","1","0.374"," "," "
"","","","","","","","","","","","","","","","","","","515","4118206001","E THIRD ST","0","E","THIRD ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","7"," ","CITY MISC","Public","000","City Owned","RW","4118206001","41-18-206-001"," "," "," "," "," ","002900","1","0.7317"," "," "
"","","","","","","","","","","","","","","","","","","516","4013130026","RAY ST","0"," ","RAY ST","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","6","40","CITY MISC","Public","000","City Owned","RW","4013130026","40-13-130-026"," "," "," "," "," ","001500","2","0.8442"," "," "
"","","","","","","","","","","","","","","","","","","517","4119454012","CUTHBERTSON ST","0"," ","CUTHBERTSON ST","48507","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","E","9"," ","CITY MISC","Public","000","City Owned","RW","4119454012","41-19-454-012"," "," "," "," "," ","004000","2","0.5933"," "," "
"","","","","","","","","","","","","","","","","","","518","4014451014","HAMMOND ST","0"," ","HAMMOND ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4014451014","40-14-451-014"," "," "," "," "," ","003700","2","0.7012"," "," "
"","","","","","","","","","","","","","","","","","","519","4014381020","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4014381020","40-14-381-020"," "," "," "," "," ","003700","2","0.7012"," "," "
"","","","","","","","","","","","","","","","","","","520","4729352002","N DORT HWY","0","N","DORT HWY","48505","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48505","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48505","0","1","0","ROW","3","14","STATE ROAD","Public","000","State Owned","RW","4729352002","47-29-352-002"," "," "," "," "," ","001800","2","0.9667"," "," "
"","","","","","","","","","","","","","","","","","","521","4107180001","E BOULEVARD DR","0","E","BOULEVARD DR","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","COUNTY","Public","000","City Owned","RW","4107180001","41-07-180-001"," "," "," "," "," ","002600","1","0.844","Green Neighborhood"," "
"","","","","","","","","","","","","","","","","","","522","4626351025","W PIERSON RD","0","W","PIERSON RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","2","7","CITY MISC","Public","000","City Owned","RW","4626351025","46-26-351-025"," "," "," "," "," ","000300","1","0.7811"," "," "
"","","","","","","","","","","","","","","","","","","523","4108326004","E SECOND ST","0","E","SECOND ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7","43","COUNTY","Public","000","City Owned","RW","4108326004","41-08-326-004"," "," "," "," "," ","003000","1","0.2606"," "," "
"","","","","","","","","","","","","","","","","","","524","4730408039","E HOBSON AVE","0","E","HOBSON AVE","48505","MICHIGAN DEPT OF TRANSPORTATION","E HOBSON AVE","FLINT","MI","48505","MICHIGAN DEPT OF TRANSPORTATION","E HOBSON AVE","FLINT","MI","48505","0","1","0","ROW","3","13","STATE ROAD","Public","000","State Owned","RW","4730408039","47-30-408-039"," "," "," "," "," ","001700","2","0.8808"," "," "
"","","","","","","","","","","","","","","","","","","525","4119437051","E LIVINGSTON DR","0","E","LIVINGSTON DR","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","9"," ","CITY MISC","Public","000","City Owned","RW","4119437051","41-19-437-051"," "," "," "," "," ","003800","2","0.7605"," "," "
"","","","","","","","","","","","","","","","","","","526","4104478021","N CENTER RD","0","N","CENTER RD","48506","BOARD OF COUNTY RD COMM","N CENTER RD","FLINT","MI","48506","BOARD OF COUNTY RD COMM","N CENTER RD","FLINT","MI","48506","0","1","0","ROW","4","25","COUNTY","Public","000","Privately Owned","RW","4104478021","41-04-478-021"," "," "," "," "," ","002700","3","0.5953"," "," "
"","","","","","","","","","","","","","","","","","","527","4106277059","DAKOTA AVE","0"," ","DAKOTA AVE","48505","MICHIGAN DEPT OF TRANSPORTATION","DAKOTA AVE","FLINT","MI","48505","MICHIGAN DEPT OF TRANSPORTATION","DAKOTA AVE","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RW","4106277059","41-06-277-059"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","528","4107326002","E BOULEVARD DR","0","E","BOULEVARD DR","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4107326002","41-07-326-002"," "," "," "," "," ","002600","1","0.844","Downtown District"," "
"","","","","","","","","","","","","","","","","","","529","4733476084","N CENTER RD","0","N","CENTER RD","48506","BOARD OF COUNTY ROAD COMMISSION","N CENTER RD","FLINT","MI","48506","BOARD OF COUNTY ROAD COMMISSION","N CENTER RD","FLINT","MI","48506","0","1","0","ROW","4"," ","COUNTY","Public","000","Privately Owned","RW","4733476084","47-33-476-084"," "," "," "," "," ","002400","3","0.4326"," "," "
"","","","","","","","","","","","","","","","","","","530","4108351010","CRAPO ST","0"," ","CRAPO ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4108351010","41-08-351-010"," "," "," "," "," ","002900","1","0.7317"," "," "
"","","","","","","","","","","","","","","","","","","531","4732101029","THETFORD RD","0"," ","THETFORD RD","48505","MICH STATE HWY COMM","THETFORD RD","FLINT","MI","48505","MICH STATE HWY COMM","THETFORD RD","FLINT","MI","48505","0","1","0","ROW","3","13","STATE ROAD","Public","000","State Owned","RW","4732101029","47-32-101-029"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","532","4106177047","NORTH ST","0"," ","NORTH ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3"," ","CITY MISC","Public","000","City Owned","RW","4106177047","41-06-177-047"," "," "," "," "," ","013600","1","0.6818"," "," "
"","","","","","","","","","","","","","","","","","","533","4119230001","S SAGINAW ST","0","S","SAGINAW ST","48503","MICH STATE HWY COMM","S SAGINAW ST","FLINT","MI","48503","MICH STATE HWY COMM","S SAGINAW ST","FLINT","MI","48503","0","1","0","ROW","9"," ","STATE ROAD","Public","000","State Owned","RW","4119230001","41-19-230-001"," "," "," "," "," ","003800","2","0.7605"," "," "
"","","","","","","","","","","","","","","","","","","534","4104477001","N DEXTER ST","0","N","DEXTER ST","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4","25","CITY MISC","Public","000","City Owned","RW","4104477001","41-04-477-001"," "," "," "," "," ","002700","3","0.5953"," "," "
"","","","","","","","","","","","","","","","","","","535","4730406032","E HOME AVE","0","E","HOME AVE","48505","MICHIGAN DEPT OF TRANSPORTATION","E HOME AVE","FLINT","MI","48505","MICHIGAN DEPT OF TRANSPORTATION","E HOME AVE","FLINT","MI","48505","0","1","0","ROW","3"," ","STATE ROAD","Public","000","State Owned","RW","4730406032","47-30-406-032"," "," "," "," "," ","001700","2","0.8808"," "," "
"","","","","","","","","","","","","","","","","","","536","4107305003","INDUSTRIAL AVE","0"," ","INDUSTRIAL AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RW","4107305003","41-07-305-003"," "," "," "," "," ","013600","1","0.6818"," "," "
"","","","","","","","","","","","","","","","","","","537","4626379020","SUSSEX DR","0"," ","SUSSEX DR","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","2","7","CITY MISC","Public","000","City Owned","RW","4626379020","46-26-379-020"," "," "," "," "," ","000300","1","0.7811"," "," "
"","","","","","","","","","","","","","","","","","","538","4107403033","ROBERT T LONGWAY","0"," ","ROBERT T LONGWAY","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","COUNTY","Public","000","City Owned","RW","4107403033","41-07-403-033"," "," "," "," "," ","002600","1","0.844"," "," "
"","","","","","","","","","","","","","","","","","","539","4106277052","ST JOHN ST","0"," ","ST JOHN ST","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3"," ","CITY MISC","Public","000","City Owned","RW","4106277052","41-06-277-052"," "," "," "," "," ","980100","1","0"," "," "
"","","","","","","","","","","","","","","","","","","540","4119280039","OLIVER ST","0"," ","OLIVER ST","48503","MICH STATE HWY COMM","OLIVER ST","FLINT","MI","48503","MICH STATE HWY COMM","OLIVER ST","FLINT","MI","48503","0","1","0","ROW","9"," ","STATE ROAD","Public","000","State Owned","RW","4119280039","41-19-280-039"," "," "," "," "," ","003800","2","0.7605"," "," "
"","","","","","","","","","","","","","","","","","","541","4013431022","W FIFTH ST","0","W","FIFTH ST","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","8"," ","CITY MISC","Public","000","City Owned","RW","4013431022","40-13-431-022"," "," "," "," "," ","002800","3","0.7881"," "," "
"","","","","","","","","","","","","","","","","","","542","4116228046","S CENTER RD","0","S","CENTER RD","48503","BD OF CO ROAD COMM","211 OAKLEY ST","FLINT","MI","48503","BD OF CO ROAD COMM","211 OAKLEY ST","FLINT","MI","48503","0","1","0","ROW","7"," ","COUNTY","Public","000","Privately Owned","RW","4116228046","41-16-228-046"," "," "," "," "," ","003100","2","0.6652"," "," "
"","","","","","","","","","","","","","","","","","","543","4733354001","COGGINS AVE","0"," ","COGGINS AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RW","4733354001","47-33-354-001"," "," "," "," "," ","002400","1","0.8419"," "," "
"","","","","","","","","","","","","","","","","","","544","4626101028","CLIO RD","0"," ","CLIO RD","48504","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","1","13","CITY MISC","Public","000","City Owned","RW","4626101028","46-26-101-028"," "," "," "," "," ","000100","1","0.743"," "," "
